,node1,node2,weight,label,PA,LP_w,PA_w,L3_w,L3,LP,SP,SP_w
85,10964,2411881,5.0,1,720,125.0,15566.0,2.385826392974451,0.0890870806374748,1,1.0,0.2
86,2673,2231527,5.0,1,392,456.0,7227.0,1.1849517253640864,0.08098114194642772,10,1.0,0.2
87,13597,2455592,5.0,1,21,350.0,495.0,4.368102330244945,0.15788419087135752,3,1.0,0.2
88,413416,3034880,3.0,1,15,0.0,234.0,0.0,0.0,0,1.0,0.3333333333333333
89,223092,2973572,4.0,1,9,0.0,168.0,0.0,0.0,0,1.0,0.25
90,1438336,2422230,0.0,0,12,0.0,252.0,0.0,0.0,0,5.0,1.05
91,159667,2210906,0.0,0,32,50.0,551.0,0.13937366833451512,0.010700849841736613,1,3.0,0.9
92,10468,2394854,5.0,1,98,100.0,1972.0,0.06664984340717667,0.002969569354582493,1,1.0,0.2
93,863691,2708746,0.0,0,9,0.0,182.0,0.0,0.0,0,inf,inf
94,11978,2428025,3.0,1,660,501.0,10455.0,3.2992811533907522,0.24675591214386727,8,1.0,0.3333333333333333
95,12584,2438899,5.0,1,1332,1006.0,26075.0,1.4374952873819034,0.0756292461749314,21,1.0,0.2
96,17577,2513293,4.0,1,288,228.0,3276.0,1.735545323474858,0.09325918684275233,3,1.0,0.25
97,1146756,2337078,0.0,0,9,0.0,150.0,0.0,0.0,0,5.0,1.3499999999999999
98,2718,2232582,4.0,1,315,256.0,4875.0,4.281836551536911,0.28099182851960475,4,1.0,0.25
99,61359,2181618,0.0,0,5320,1542.0,88574.0,4.423831701075761,0.2914275115112847,29,3.0,0.6000000000000001
100,8686,2366530,4.0,1,2275,0.0,37033.0,0.0,0.0,0,1.0,0.25
101,3407,2249604,5.0,1,19968,815.0,409165.0,16.481061482014518,0.7456615545350186,8,1.0,0.2
102,1643450,2225886,0.0,0,12,0.0,140.0,0.0,0.0,0,7.0,1.7499999999999998
103,913080,2518019,0.0,0,64,0.0,1332.0,0.0,0.0,0,5.0,1.0
104,155648,2269994,0.0,0,30,0.0,705.0,0.0,0.0,0,5.0,1.05
105,1491,2196009,5.0,1,2313,125.0,41724.0,7.905694150420948,0.31622776601683794,1,1.0,0.2
106,143775,3161649,0.0,0,12,0.0,220.0,0.0,0.0,0,5.0,1.45
107,50434,2354185,0.0,0,102,0.0,1909.0,0.0,0.0,0,5.0,1.0
108,135,2150529,5.0,1,117,625.0,2688.0,5.245892824342353,0.19474666111800154,5,1.0,0.2
109,1335660,2195514,0.0,0,28,0.0,589.0,0.0,0.0,0,5.0,1.0
110,105700,2769955,0.0,0,9,0.0,195.0,0.0,0.0,0,7.0,1.5333333333333332
111,1235839,2330757,0.0,0,60,0.0,1440.0,0.0,0.0,0,5.0,1.0
112,139618,2218092,0.0,0,300,0.0,6156.0,0.0,0.0,0,5.0,1.4
113,13713,2457102,3.0,1,2320,434.0,36421.0,2.4537289430828975,0.18209803401709693,9,1.0,0.3333333333333333
114,63523,2289151,0.0,0,49,0.0,288.0,0.0,0.0,0,5.0,1.1
115,192607,2223932,0.0,0,36,0.0,518.0,0.0,0.0,0,5.0,1.0
116,4044,2269046,4.0,1,1136,0.0,19198.0,0.0,0.0,0,1.0,0.25
117,1296737,2523379,0.0,0,32,0.0,608.0,0.0,0.0,0,5.0,1.0
118,1524511,2233660,0.0,0,442,60.0,6156.0,0.02448834767074273,0.001498206783259562,1,3.0,0.7833333333333333
119,24687,2605227,5.0,1,795,0.0,19485.0,0.0,0.0,0,1.0,0.2
120,10281,2392349,2.0,1,294,184.0,3363.0,0.26262334423238776,0.02347580553802768,3,1.0,0.5
121,51009,3220088,0.0,0,16,0.0,342.0,0.0,0.0,0,inf,inf
122,36285,2677281,0.0,0,120,0.0,1288.0,0.0,0.0,0,5.0,1.1833333333333333
123,181266,2377980,0.0,0,72,0.0,1404.0,0.0,0.0,0,5.0,1.0
124,126466,2208023,0.0,0,40,0.0,880.0,0.0,0.0,0,5.0,1.0
125,60735,2781636,5.0,1,646,15.0,12104.0,0.12068941599426,0.030860669992418384,1,1.0,0.2
126,18576,2525650,4.0,1,76,0.0,1136.0,0.0,0.0,0,1.0,0.25
127,403195,2221468,0.0,0,12,0.0,200.0,0.0,0.0,0,5.0,1.05
128,177594,2349260,0.0,0,40,0.0,714.0,0.0,0.0,0,5.0,1.05
129,925372,2755492,0.0,0,9,0.0,225.0,0.0,0.0,0,7.0,1.4
130,13463,2453314,3.0,1,72,275.0,1221.0,1.785488921063787,0.07912786887604861,3,1.0,0.3333333333333333
131,271656,2346104,0.0,0,12,0.0,130.0,0.0,0.0,0,5.0,1.05
132,153832,2768232,0.0,0,12,0.0,126.0,0.0,0.0,0,5.0,1.05
133,175831,2339038,0.0,0,15,0.0,240.0,0.0,0.0,0,5.0,1.4
134,1638534,2286687,0.0,0,44,0.0,612.0,0.0,0.0,0,7.0,1.45
135,5,2146150,5.0,1,204,0.0,4320.0,0.0,0.0,0,1.0,0.2
136,621271,2255239,0.0,0,75,0.0,1200.0,0.0,0.0,0,5.0,1.0
137,12990,2444298,5.0,1,356,80.0,5908.0,0.04470059479299116,0.004559518098111526,2,1.0,0.2
138,45716,2163478,0.0,0,4710,995.0,89452.0,1.8799712545171796,0.09755201112192073,11,3.0,0.6000000000000001
139,61,2148454,5.0,1,565,0.0,10944.0,0.0,0.0,0,1.0,0.2
140,8625,2365306,4.0,1,1704,325.0,36428.0,5.593068864420868,0.21732907880858196,3,1.0,0.25
141,51892,2752065,3.0,1,84,0.0,1080.0,0.0,0.0,0,1.0,0.3333333333333333
142,2138775,2257596,0.0,0,16,75.0,288.0,0.02805402106565951,0.0017385258352737134,1,3.0,0.7333333333333334
143,3645,2258008,4.0,1,744,880.0,14174.0,0.9792899120060751,0.03997786517130441,8,1.0,0.25
144,395998,2513191,0.0,0,15,0.0,280.0,0.0,0.0,0,5.0,1.1833333333333333
145,9471,2381180,4.0,1,117,0.0,2236.0,0.0,0.0,0,1.0,0.25
146,4282,2276353,5.0,1,378,0.0,8694.0,0.0,0.0,0,1.0,0.2
147,1747472,2294001,0.0,0,12,0.0,102.0,0.0,0.0,0,7.0,1.45
148,133194,2331538,0.0,0,90,0.0,1325.0,0.0,0.0,0,5.0,1.0
149,1606380,2631736,0.0,0,15,0.0,264.0,0.0,0.0,0,inf,inf
150,1804178,2464166,0.0,0,12,0.0,170.0,0.0,0.0,0,5.0,1.05
151,212285,2363006,0.0,0,16,0.0,221.0,0.0,0.0,0,5.0,1.4833333333333334
152,3245,2244737,5.0,1,192,0.0,4212.0,0.0,0.0,0,1.0,0.2
153,46843,2321604,0.0,0,390,210.0,8325.0,0.17403094288709714,0.00874564209092217,3,3.0,0.6000000000000001
154,213889,2410121,0.0,0,12,0.0,216.0,0.0,0.0,0,7.0,1.9333333333333331
155,14761,2471105,4.0,1,54,0.0,918.0,0.0,0.0,0,1.0,0.25
156,408930,2468788,0.0,0,21,0.0,420.0,0.0,0.0,0,7.0,1.4
157,1145909,2348698,0.0,0,20,0.0,450.0,0.0,0.0,0,5.0,1.0
158,91606,2262895,0.0,0,68,0.0,1020.0,0.0,0.0,0,5.0,1.0
159,380290,2460025,0.0,0,93,0.0,792.0,0.0,0.0,0,5.0,1.1333333333333333
160,467544,2358706,0.0,0,78,0.0,1443.0,0.0,0.0,0,inf,inf
161,42455,2706514,5.0,1,988,0.0,23460.0,0.0,0.0,0,1.0,0.2
162,8850,2369652,2.0,1,48,0.0,710.0,0.0,0.0,0,1.0,0.5
163,88106,2702800,0.0,0,35,0.0,750.0,0.0,0.0,0,5.0,1.05
164,524338,2148306,0.0,0,164,0.0,1526.0,0.0,0.0,0,5.0,1.45
165,1759542,2300580,0.0,0,30,0.0,296.0,0.0,0.0,0,5.0,1.3666666666666665
166,159229,2255762,0.0,0,42,0.0,184.0,0.0,0.0,0,inf,inf
167,44916,2839064,0.0,0,40,0.0,888.0,0.0,0.0,0,5.0,1.15
168,59541,2304939,0.0,0,1625,0.0,23305.0,0.0,0.0,0,5.0,1.05
169,7023,2425167,0.0,0,57,0.0,1275.0,0.0,0.0,0,5.0,1.0
170,2066753,2651316,0.0,0,24,0.0,570.0,0.0,0.0,0,5.0,1.1
171,707608,2513724,0.0,0,25,0.0,528.0,0.0,0.0,0,7.0,1.4
172,13060,2446728,1.0,1,480,0.0,5778.0,0.0,0.0,0,1.0,1.0
173,16350,2494395,5.0,1,66,0.0,1320.0,0.0,0.0,0,1.0,0.2
174,11841,2425381,1.0,1,408,25.0,4455.0,0.09008087849168986,0.01496710850223124,1,1.0,1.0
175,9872,2386269,5.0,1,388,0.0,6608.0,0.0,0.0,0,1.0,0.2
176,22694,2581948,1.0,1,168,0.0,1235.0,0.0,0.0,0,1.0,1.0
177,1137802,2181639,0.0,0,725,125.0,12453.0,0.030637957986966658,0.001090653277086506,1,3.0,0.6000000000000001
178,1974,2210109,4.0,1,304,0.0,5831.0,0.0,0.0,0,1.0,0.25
179,4490,2281450,3.0,1,7923,9152.0,70688.0,25.49728928863544,3.2835295356485292,349,1.0,0.3333333333333333
180,1519615,3319089,0.0,0,9,0.0,210.0,0.0,0.0,0,7.0,1.4
181,37632,2683148,5.0,1,18,0.0,390.0,0.0,0.0,0,1.0,0.2
182,1758567,2318203,0.0,0,27,0.0,510.0,0.0,0.0,0,5.0,1.05
183,81505,2843281,5.0,1,51,0.0,1140.0,0.0,0.0,0,1.0,0.2
184,44145,2716482,5.0,1,124,0.0,2774.0,0.0,0.0,0,1.0,0.2
185,18495,2524480,5.0,1,1364,0.0,28380.0,0.0,0.0,0,1.0,0.2
186,12058,2429831,5.0,1,11550,475.0,211128.0,3.3381714756116887,0.11789645010444039,4,1.0,0.2
187,8689,2366729,5.0,1,1924,701.0,30210.0,5.285914417714899,0.34937508000413137,9,1.0,0.2
188,94931,2324035,0.0,0,72,0.0,504.0,0.0,0.0,0,5.0,1.1833333333333333
189,4222,2275268,5.0,1,91,80.0,1508.0,0.5110178273275607,0.025949964805384102,1,1.0,0.2
190,13086,2393963,0.0,0,98,0.0,1595.0,0.0,0.0,0,5.0,1.05
191,1445969,2162443,0.0,0,240,0.0,1968.0,0.0,0.0,0,5.0,1.0
192,891144,3145624,5.0,1,18,0.0,406.0,0.0,0.0,0,1.0,0.2
193,3339,2246816,5.0,1,176,350.0,4212.0,2.3713216544841202,0.0938937321945143,3,1.0,0.2
194,1727679,2313625,0.0,0,60,0.0,960.0,0.0,0.0,0,5.0,1.45
195,13355,2452150,3.0,1,390,160.0,7832.0,0.728361336489151,0.047419381842192666,3,1.0,0.3333333333333333
196,4440,2280248,2.0,1,5104,140.0,70395.0,0.29804617165455743,0.014909323010354036,2,1.0,0.5
197,39262,2691028,4.0,1,39,0.0,528.0,0.0,0.0,0,1.0,0.25
198,2077,2212443,3.0,1,399,575.0,5159.0,14.048305719272628,0.7294813766310542,7,1.0,0.3333333333333333
199,483,2161736,3.0,1,1248,120.0,19596.0,1.1777506945667322,0.07066739852311864,2,1.0,0.3333333333333333
200,89310,2496952,0.0,0,60,0.0,902.0,0.0,0.0,0,5.0,1.1833333333333331
201,27379,2621438,4.0,1,292,0.0,4806.0,0.0,0.0,0,1.0,0.25
202,63899,2790935,4.0,1,50,0.0,800.0,0.0,0.0,0,1.0,0.25
203,9726,2384636,5.0,1,540,0.0,12175.0,0.0,0.0,0,1.0,0.2
204,53510,2535456,0.0,0,36,0.0,294.0,0.0,0.0,0,5.0,1.0
205,174446,2299295,0.0,0,392,0.0,7296.0,0.0,0.0,0,5.0,1.0
206,13485,2453807,2.0,1,3356,0.0,40290.0,0.0,0.0,0,1.0,0.5
207,85188,2854224,4.0,1,12,0.0,247.0,0.0,0.0,0,1.0,0.25
208,133392,2367300,0.0,0,28,0.0,480.0,0.0,0.0,0,5.0,1.1833333333333333
209,27645,2623099,5.0,1,2336,0.0,30480.0,0.0,0.0,0,1.0,0.2
210,18864,2529650,5.0,1,2212,0.0,36672.0,0.0,0.0,0,1.0,0.2
211,133093,3115719,0.0,0,9,0.0,132.0,0.0,0.0,0,7.0,1.4
212,584231,2418125,0.0,0,88,0.0,1295.0,0.0,0.0,0,5.0,1.0
213,17059,2506204,4.0,1,924,1580.0,13032.0,0.9132302340798427,0.052174165387842204,19,1.0,0.25
214,22284,2578031,3.0,1,452,0.0,6732.0,0.0,0.0,0,1.0,0.3333333333333333
215,534885,2817327,0.0,0,32,0.0,800.0,0.0,0.0,0,5.0,1.0
216,229982,2621361,0.0,0,27,0.0,574.0,0.0,0.0,0,5.0,1.0999999999999999
217,17650,2240021,0.0,0,36,0.0,588.0,0.0,0.0,0,7.0,1.4
218,31370,2647320,4.0,1,65,0.0,1232.0,0.0,0.0,0,1.0,0.25
219,129789,2341831,0.0,0,15,0.0,150.0,0.0,0.0,0,5.0,1.1833333333333333
220,549,2163527,3.0,1,5180,2214.0,55775.0,4.513788015065364,0.42370885842684536,60,1.0,0.3333333333333333
221,13904,2460961,5.0,1,760,212.0,10800.0,4.1988293312341725,0.2915006843022123,3,1.0,0.2
222,20786,2268432,0.0,0,104,0.0,1862.0,0.0,0.0,0,5.0,1.05
223,338284,2173936,0.0,0,18,0.0,308.0,0.0,0.0,0,5.0,1.0
224,117242,2337931,0.0,0,12,0.0,135.0,0.0,0.0,0,5.0,1.05
225,188428,2155925,0.0,0,170,0.0,2755.0,0.0,0.0,0,5.0,1.05
226,150228,2774120,0.0,0,12,0.0,225.0,0.0,0.0,0,5.0,1.05
227,250535,2587020,0.0,0,9,0.0,154.0,0.0,0.0,0,5.0,1.05
228,1750,2335423,0.0,0,424,0.0,7410.0,0.0,0.0,0,5.0,1.05
229,376,2157864,2.0,1,316,106.0,3674.0,0.4268643376513382,0.04121996176266277,2,1.0,0.5
230,8212,2355440,1.0,1,200,0.0,2028.0,0.0,0.0,0,1.0,1.0
231,63009,2299525,0.0,0,112,0.0,2048.0,0.0,0.0,0,5.0,1.0
232,471618,2506593,0.0,0,9,0.0,75.0,0.0,0.0,0,5.0,1.6666666666666665
233,2421,2224980,5.0,1,80,0.0,1377.0,0.0,0.0,0,1.0,0.2
234,9709,2384246,5.0,1,57,0.0,984.0,0.0,0.0,0,1.0,0.2
235,1160623,2190298,0.0,0,48,0.0,874.0,0.0,0.0,0,5.0,1.1833333333333333
236,3974,2266742,4.0,1,39,0.0,610.0,0.0,0.0,0,1.0,0.25
237,147763,2588052,0.0,0,12,0.0,120.0,0.0,0.0,0,5.0,1.45
238,7037,2332125,1.0,1,249,186.0,1435.0,0.08791282280270837,0.010416723835025676,5,1.0,0.9
239,18475,2524192,5.0,1,36,0.0,714.0,0.0,0.0,0,1.0,0.2
240,185185,2548936,0.0,0,36,0.0,728.0,0.0,0.0,0,5.0,1.0
241,28911,2630491,1.0,1,24,0.0,220.0,0.0,0.0,0,1.0,1.0
242,16714,2499468,4.0,1,675,0.0,13376.0,0.0,0.0,0,1.0,0.25
243,101452,2440987,0.0,0,15,0.0,312.0,0.0,0.0,0,5.0,1.05
244,53468,2912922,0.0,0,42,0.0,600.0,0.0,0.0,0,7.0,1.7166666666666666
245,21742,2571953,5.0,1,687,455.0,15855.0,1.533487908305235,0.06041860928736989,4,1.0,0.2
246,22708,2582145,3.0,1,702,325.0,13208.0,0.37765458678550146,0.015670375079111988,3,1.0,0.3333333333333333
247,42133,2704719,5.0,1,300,0.0,6734.0,0.0,0.0,0,1.0,0.2
248,2253,2218423,5.0,1,7843,8962.0,165168.0,59.71726054184953,2.677063299129627,93,1.0,0.2
249,617085,2177191,0.0,0,9,0.0,168.0,0.0,0.0,0,7.0,1.4
250,4051,2270486,5.0,1,7982,1175.0,165294.0,4.12220854465941,0.21644278846227485,11,1.0,0.2
251,36079,2674183,5.0,1,56,0.0,1360.0,0.0,0.0,0,1.0,0.2
252,95888,2421687,0.0,0,36,0.0,728.0,0.0,0.0,0,5.0,1.0
253,8753,2367535,5.0,1,95,0.0,2150.0,0.0,0.0,0,1.0,0.2
254,41022,2699302,5.0,1,30,0.0,602.0,0.0,0.0,0,1.0,0.2
255,1852927,2507019,0.0,0,54,0.0,720.0,0.0,0.0,0,5.0,1.05
256,224145,2218783,0.0,0,69,0.0,1442.0,0.0,0.0,0,5.0,1.05
257,1418100,3128205,0.0,0,9,0.0,225.0,0.0,0.0,0,inf,inf
258,1703235,2205521,0.0,0,182,0.0,2398.0,0.0,0.0,0,5.0,1.05
259,21348,2567483,3.0,1,1737,0.0,28864.0,0.0,0.0,0,1.0,0.3333333333333333
260,37418,2681816,5.0,1,27,0.0,574.0,0.0,0.0,0,1.0,0.2
261,367994,2548772,0.0,0,21,0.0,455.0,0.0,0.0,0,5.0,1.0
262,370112,2911044,0.0,0,9,0.0,180.0,0.0,0.0,0,5.0,1.0
263,77,2148889,2.0,1,496,160.0,7973.0,1.7158536125456982,0.10026844453841241,2,1.0,0.5
264,35348,2261347,0.0,0,77,0.0,1700.0,0.0,0.0,0,5.0,1.0
265,87433,2859756,5.0,1,2128,0.0,38950.0,0.0,0.0,0,1.0,0.2
266,384507,2391093,0.0,0,20,0.0,460.0,0.0,0.0,0,5.0,1.0
267,2016422,2235529,0.0,0,204,0.0,3091.0,0.0,0.0,0,5.0,1.0
268,30106,2684411,0.0,0,32,0.0,760.0,0.0,0.0,0,7.0,1.7499999999999998
269,173779,2701876,0.0,0,36,0.0,528.0,0.0,0.0,0,5.0,1.0
270,212419,2805094,0.0,0,12,0.0,120.0,0.0,0.0,0,5.0,1.4
271,1938695,2211168,0.0,0,210,0.0,3157.0,0.0,0.0,0,5.0,1.0
272,25166,2150079,0.0,0,55,0.0,1175.0,0.0,0.0,0,7.0,1.5
273,21666,2570686,5.0,1,2020,0.0,45050.0,0.0,0.0,0,1.0,0.2
274,1239,2189280,4.0,1,364,0.0,5572.0,0.0,0.0,0,1.0,0.25
275,1826767,2820309,0.0,0,15,0.0,325.0,0.0,0.0,0,5.0,1.3499999999999999
276,868696,3110209,0.0,0,16,0.0,320.0,0.0,0.0,0,7.0,1.5
277,2807,2234558,5.0,1,5562,63970.0,128700.0,149.17367542567203,6.110906915289835,577,1.0,0.2
278,44905,2244571,0.0,0,360,250.0,5841.0,0.3905337557468158,0.014210069066421308,2,3.0,0.6000000000000001
279,71354,2178729,0.0,0,12,0.0,234.0,0.0,0.0,0,9.0,1.8499999999999999
280,49272,2743379,5.0,1,33,0.0,756.0,0.0,0.0,0,1.0,0.2
281,2376,2152527,0.0,0,387,0.0,7356.0,0.0,0.0,0,5.0,1.1833333333333333
282,6791,2327380,4.0,1,480,0.0,9213.0,0.0,0.0,0,1.0,0.25
283,24345,2601597,5.0,1,105,0.0,1334.0,0.0,0.0,0,1.0,0.2
284,379211,2420528,0.0,0,9,0.0,99.0,0.0,0.0,0,7.0,1.6833333333333333
285,2073313,2292553,0.0,0,9,0.0,182.0,0.0,0.0,0,5.0,1.0
286,942,2178264,5.0,1,280,0.0,6403.0,0.0,0.0,0,1.0,0.2
287,1864987,2273239,0.0,0,18,0.0,435.0,0.0,0.0,0,5.0,1.0
288,475109,2415510,0.0,0,28,475.0,580.0,1.0292431256015808,0.03826718966622545,4,3.0,0.6000000000000001
289,1054893,2346758,0.0,0,12,0.0,210.0,0.0,0.0,0,5.0,1.05
290,379750,2676715,0.0,0,9,0.0,225.0,0.0,0.0,0,7.0,1.4
291,6220,2315520,5.0,1,442,625.0,9462.0,3.1395911562497107,0.14565585754463709,7,1.0,0.2
292,33748,2519465,0.0,0,70,0.0,1435.0,0.0,0.0,0,5.0,1.1333333333333333
293,47427,2735156,4.0,1,129,0.0,1782.0,0.0,0.0,0,1.0,0.25
